"Time","F90000005ACE3721","DA0000005AC9C721","820000005ACA6A21","4D0000005AA5FA21","380000005ACF5D21","550000005AAFD421","BA0000005AC63B21","6B0000005AC95721","C90000005ACE8621","BE0000005ABB3C21","250000005AA6E621","A70000005ABB6D21","620000005ACCE321","D70000005AC6AF21","230000005A9DB221","1E0000005ACF4121","180000005AAA1421","810000005AA56621","050000005AC84C21","E40000005ACE4021","0C0000005AAAAA21","F30000005AA2D921","7D0000005AC30021","D40000005AA35921","0C0000005AB1C021","A00000005ACE3421","D10000005AC5B121","B00000005AB4C221","700000005AB98121","520000005ABCC621","9F0000005ABB9021","A10000005AA12B21","E30000005AB58721","F40000005AB81A21","6E0000005AB1A821","E80000005AA6FF21","540000005ACD7E21","690000005AAA7221","A80000005AC7A921","E80000005AB76F21","5B0000005AC12E21","D10000005AD04521","110000005AB1B721","5B0000005ABB4021","DD0000005ACC0A21","A40000005AB8D021*","BE0000005AA52B21","340000005AB9F521","530000005AC16221","2A0000005ACAAB21*","0B0000005AB9B821","240000005AB4D821","0E0000005A9E5F21","CC0000005AA4C221","260000005ABC0321","6A0000005AA22C21","280000005ABF5121","A60000005ACC3321","350000005ACD8021","FF0000005AA19821","D30000005A9CEC21","4C0000005AA23021","BC0000005AA70A21","760000005ABB8621","620000005AAECC21","D40000005AB83321","640000005AA9B621*","C60000005AA58421","6F0000005AC0A021","770000005ABF6721","E40000005ACC7221","A20000005ABFAA21","010000005A9FBA21","530000005AA9B721","C50000005AB0E621","430000005AB8BF21","5F0000005AA46821","F00000005AB92521","DB0000005AC5EE21","AD0000005ACBA621","250000005AAF3721","670000005AC3C721","540000005AB89721","390000005AB69D21","C70000005ACA9B21","B90000005ABCC321","E90000005ABA5F21","510000005ACB8B21","EC0000005AC94321","F30000005ACC5A21","F50000005ABFD021","3E0000005AB16221","640000005AB59321","790000005AC11421","270000005AB21821","CF0000005ACC8121","670000005A9EED21","1B0000005ABD4421","500000005AA7BF21","F30000005AB06221","D90000005AC08021","BE0000005AC15221","250000005A9D8721","D60000005AAFE621","BD0000005AAC6C21","C90000005AA00521","760000005AB17C21","990000005AB70921","B30000005ABFB721","B60000005AA47E21","900000005A9F0321","970000005AB20D21","050000005AC5F921","0B0000005AAE7E21","4F0000005ACD3C21","100000005AAD1721","B80000005AC62821","B30000005AB8F821","390000005ACAA521","970000005AAA4C21","570000005AB5B421","3D0000005AD0F021","670000005AC2DE21","340000005AAB4E21","F00000005ACDD521","250000005AB77621","8D0000005AA8B921","8A0000005A9FC421","C30000005AAAA021","A30000005ABB4B21","BD0000005AB53421","440000005A9E5221","920000005AA22721","0F0000005AAD7321","750000005AB1EA21","360000005AC97221","FB0000005AB44A21","650000005ABA9121","2F0000005AB63021","E20000005AD06221","970000005AC4CF21","EA0000005ACA5D21","9F0000005AC1FE21","1E0000005AB89A21","730000005AA99E21","EE0000005AB9C421","FF0000005AB65E21","330000005AD08921","A40000005AC95D21","880000005ACC6321","160000005ACE1421","F30000005AAB0821","EF0000005ACF8321","D30000005AAB2121","DC0000005AC21121","DC0000005AB4D321","CE0000005AA87D21*","380000005A9EDB21","470000005ABDE421","130000005A9D0321","F80000005AC02C21","960000005AB1A321","F00000005AA73221","450000005ACB3521","C40000005AAC4621","E60000005ABCF521","3D0000005AB48921","490000005AB76721","0A0000005AA34E21","B60000005ACBE421","6B0000005ABF9521","870000005AB6F121","440000005ACBB021","A30000005AC20E21","EF0000005AD08D21","490000005AB8E021","A80000005AA49F21*","DC0000005ABE2921","110000005A9E3B21","330000005AA75221","060000005AA9DE21*","750000005AB3D821","A10000005ABE2521","DF0000005AC39E21","4B0000005AA39921","F40000005AA98A21","1A0000005AC6B621","9C0000005A9F6921","B30000005AD13421","290000005AC4A321","E70000005ABA2621","280000005AB90721","AE0000005AAC6221","B70000005AA94E21","510000005AA07521","DF0000005ACB5621","1C0000005AC3FE21","4A0000005AB7F121","180000005AA59321","E70000005AB90D21"
2024-05-04 14:45:00,22,22,23,22.5,22.5,22.5,21.5,22.5,22,22.5,22.5,21.5,23,21.5,22.5,22.5,23,22,22,22.5,22,23,22.5,22.5,22.5,22.5,21.5,22,22,22.5,22,22,22.5,22.5,22,22,22,23,22.5,22.5,22,21.5,22.5,22,23,21.5,22.5,22.5,22.5,22,21.5,22.5,22.5,21.5,22,23,21.5,22.5,22,22,22.5,23,21.5,22,21.5,22.5,22.5,22,22,22,21.5,21.5,22.5,21.5,23,22,22.5,21.5,22.5,22.5,21.5,21.5,22,21,21.5,22,21.5,22,22,23,22,21.5,21.5,22.5,22,21.5,22,22,21.5,21.5,22.5,22,21.5,21.5,22,21.5,21.5,21.5,22.5,22,21.5,21.5,21.5,22,22,22,22,22,23,21.5,22,22,22,22,21.5,21,21.5,22,22,22,21.5,22,22,21.5,22,22,21.5,22.5,22,22,21.5,22,22,22,22,21.5,22,21.5,21.5,22,21.5,22,22,21.5,21.5,22,21.5,21,21.5,21.5,22,22.5,21,21.5,21.5,22,21,22,22,22.5,22,21.5,22,21.5,22,21.5,21.5,21.5,21.5,21.5,19,21.5,22,22,22.5,22.5,22,21.5,21.5,21.5,21.5,21.5,22.5,22.5,21.5,21.5,22,22.5,22,22
2024-05-04 14:50:00,22,22,23,23,22.5,22.5,21.5,22.5,22,22.5,22.5,21.5,23,21.5,22.5,22.5,23,22,22,22.5,22,23,23,22.5,22.5,22.5,21.5,22,22.5,22.5,22,22,23,23,22,22,22,23,22.5,22.5,22,21.5,22.5,22,23,21.5,22.5,22.5,22.5,22,22,22.5,22.5,21.5,22,23,21.5,22.5,22,22,22.5,23.5,21.5,22.5,21.5,22.5,22.5,22,22.5,22,21.5,21.5,22.5,21.5,23,22,22.5,21.5,22.5,22.5,22,21.5,22,21,22,22.5,22,22,22,23,22,21.5,22,22.5,22,22,22,22.5,21.5,21.5,23,22,21.5,21.5,22,21.5,22,21.5,22.5,22,21.5,21.5,21.5,22,22,22,22.5,22,23,21.5,22,22,22.5,22,21.5,21,22,22,22,22,21.5,22,22,21.5,22,22,21.5,22.5,22,22,21.5,22,22.5,22,22,22,22,21.5,21.5,22,21.5,22,22,21.5,21.5,22,21.5,21,21.5,21.5,22,22.5,21.5,22,21.5,22,21,22,22,22.5,22,21.5,22.5,21.5,22,21.5,22,22,21.5,21.5,19,22,22,22,22.5,22.5,22,21.5,21.5,21.5,21.5,21.5,23,22.5,21.5,21.5,22,22.5,22,22
2024-05-04 14:55:00,22,22,23,23,22.5,22.5,21.5,22.5,22,22.5,22.5,21.5,23,21.5,22.5,22.5,23,22,22,22.5,22.5,23,23,22.5,22.5,22.5,21.5,22,22.5,22.5,22.5,22,23,23,22,22,22,23,22.5,22.5,22,22,22.5,22,23,21.5,22.5,22.5,23,22,22,22.5,22.5,22,22,23,21.5,22.5,22,22,22.5,23.5,21.5,22.5,21.5,22.5,22.5,22,22.5,22.5,21.5,21.5,22.5,21.5,23,22,22.5,22,22.5,22.5,22,21.5,22,21.5,22,22.5,22,22,22,23,22,21.5,22,22.5,22,22,22,22.5,22,21.5,23,22,22,21.5,22,21.5,22,21.5,22.5,22,21.5,21.5,22,22.5,22,22,22.5,22,23,22,22,22,22.5,22,21.5,21.5,22,22,22,22.5,21.5,22,22,21.5,22,22,21.5,23,22,22,21.5,22,22.5,22,22,22,22,21.5,21.5,22,21.5,22,22,22,21.5,22,21.5,21.5,21.5,21.5,22,22.5,21.5,22,22,22,21,22,22,22.5,22,21.5,22.5,22,22,21.5,22,22,22,21.5,19,22,22,22,22.5,22.5,22,21.5,21.5,21.5,21.5,21.5,23,22.5,21.5,21.5,22,22.5,22,22
2024-05-04 15:00:00,22,22.5,23,23,22.5,23,21.5,22.5,22,22.5,22.5,21.5,23,22,22.5,23,23,22.5,22,22.5,22.5,23,23,22.5,22.5,22.5,21.5,22,22.5,23,22.5,22,23,23,22,22,22,23,22.5,23,22,22,22.5,22.5,23,21.5,22.5,22.5,23,22,22,22.5,22.5,22,22,23,21.5,22.5,22,22,22.5,23.5,22,22.5,21.5,22.5,22.5,22,22.5,22.5,21.5,22,23,21.5,23,22,23,22,22.5,23,22,22,22.5,21.5,22,22.5,22,22,22,23,22.5,21.5,22,22.5,22,22,22,22.5,22,21.5,23,22,22,21.5,22,21.5,22,21.5,23,22,21.5,21.5,22,22.5,22,22.5,22.5,22.5,23.5,22,22,22,22.5,22,21.5,21.5,22,22,22,22.5,21.5,22,22,21.5,22.5,22,22,23,22,22,21.5,22,22.5,22,22,22,22,21.5,22,22,21.5,22,22,22,21.5,22,21.5,21.5,21.5,21.5,22,22.5,21.5,22,22,22,21.5,22,22,22.5,22,22,22.5,22,22,21.5,22,22,22,21.5,19,22,22,22,22.5,22.5,22,21.5,21.5,21.5,21.5,21.5,23,22.5,21.5,22,22,22.5,22,22
2024-05-04 15:05:00,22,22.5,23,23,22.5,23,21.5,22.5,22,22.5,22.5,22,23,22,22.5,23,23,22.5,22,22.5,22.5,23,23,22.5,22.5,23,22,22.5,22.5,23,22.5,22,23,23,22,22,22,23,22.5,23,22,22,22.5,22.5,23,21.5,22.5,22.5,23,22.5,22,22.5,23,22,22,23,21.5,23,22,22,22.5,23.5,22,22.5,21.5,22.5,23,22,22.5,22.5,21.5,22,23,21.5,23,22,23,22,22.5,23,22,22,22.5,21.5,22,22.5,22,22,22,23,22.5,22,22,22.5,22.5,22,22,22.5,22,21.5,23,22,22,21.5,22,21.5,22,22,23,22,21.5,22,22,22.5,22,22.5,22.5,22.5,23.5,22,22,22,22.5,22,22,21.5,22,22.5,22,22.5,22,22,22.5,21.5,22.5,22,22,23,22,22,21.5,22,22.5,22.5,22,22,22,21.5,22,22,22,22,22,22,22,22,21.5,21.5,21.5,21.5,22.5,23,21.5,22,22,22,21.5,22,22,22.5,22,22,22.5,22,22,21.5,22,22,22,21.5,19,22,22,22,22.5,22.5,22,22,21.5,21.5,21.5,21.5,23,22.5,21.5,22,22.5,22.5,22,22
2024-05-04 15:10:00,22,22.5,23,23,22.5,23,22,23,22,23,22.5,22,23,22,22.5,23,23,22.5,22,23,22.5,23,23,22.5,22.5,23,22,22.5,22.5,23,22.5,22,23,23,22.5,22,22.5,23,22.5,23,22,22,23,22.5,23,21.5,22.5,22.5,23,22.5,22,22.5,23,22,22,23,22,23,22.5,22,22.5,23.5,22,22.5,22,22.5,23,22.5,22.5,22.5,22,22,23,21.5,23,22,23,22,22.5,23,22,22,22.5,21.5,22,22.5,22,22,22,23,22.5,22,22,23,22.5,22,22,22.5,22,21.5,23,22,22,21.5,22,21.5,22,22,23,22,21.5,22,22,22.5,22,22.5,22.5,22.5,23.5,22,22,22,22.5,22,22,21.5,22,22.5,22,22.5,22,22,22.5,22,22.5,22,22,23,22.5,22,22,22,22.5,22.5,22.5,22,22,21.5,22,22,22,22.5,22,22,22,22,21.5,21.5,21.5,21.5,22.5,23,21.5,22,22,22,21.5,22,22,22.5,22,22,22.5,22,22,21.5,22,22,22,21.5,19,22,22.5,22.5,22.5,22.5,22,22,21.5,21.5,21.5,21.5,23,22.5,21.5,22,22.5,22.5,22.5,22.5
2024-05-04 15:15:00,22,22.5,23.5,23,23,23,22,23,22,23,22.5,22,23,22,22.5,23,23,22.5,22.5,23,22.5,23,23,22.5,23,23,22,22.5,22.5,23,22.5,22.5,23,23,22.5,22.5,22.5,23.5,22.5,23,22.5,22,23,22.5,23,22,22.5,23,23,22.5,22,22.5,23,22,22,23,22,23,22.5,22.5,23,23.5,22,22.5,22,22.5,23,22.5,22.5,22.5,22,22,23,22,23,22,23,22,23,23,22,22,22.5,21.5,22,22.5,22,22,22,23,22.5,22,22,23,22.5,22,22,22.5,22,21.5,23,22.5,22,21.5,22,21.5,22,22,23,22,21.5,22,22,22.5,22,22.5,22.5,22.5,23.5,22,22,22.5,22.5,22.5,22,21.5,22,22.5,22,22.5,22,22,22.5,22,22.5,22.5,22,23,22.5,22,22,22,22.5,22.5,22.5,22,22,21.5,22,22.5,22,22.5,22,22,22,22.5,21.5,21.5,22,21.5,22.5,23,21.5,22,22,22,21.5,22,22,22.5,22,22,22.5,22,22.5,21.5,22,22,22,21.5,19,22,22.5,22.5,22.5,23,22,22,22,21.5,21.5,22,23,22.5,21.5,22,22.5,22.5,22.5,22.5
2024-05-04 15:20:00,22,22.5,23.5,23,23,23,22,23,22,23,23,22,23.5,22,22.5,23,23,22.5,22.5,23,22.5,23.5,23,22.5,23,23,22,22.5,22.5,23,22.5,22.5,23,23,22.5,22.5,22.5,23.5,23,23,22.5,22,23,22.5,23,22,23,23,23,22.5,22,23,23,22,22.5,23,22,23,22.5,22.5,23,23.5,22,22.5,22,23,23,22.5,22.5,22.5,22,22,23,22,23,22.5,23,22,23,23,22,22,22.5,21.5,22,22.5,22,22,22.5,23,22.5,22,22,23,22.5,22,22.5,22.5,22,21.5,23,22.5,22,22,22,21.5,22,22,23,22,22,22,22,22.5,22,22.5,22.5,22.5,23.5,22,22.5,22.5,22.5,22.5,22,21.5,22,22.5,22.5,22.5,22,22.5,22.5,22,22.5,22.5,22,23,22.5,22.5,22,22,22.5,22.5,22.5,22,22,22,22,22.5,22,22.5,22,22,22,22.5,21.5,21.5,22,22,22.5,23,21.5,22,22,22.5,21.5,22,22,22.5,22.5,22,22.5,22,22.5,21.5,22,22,22,21.5,19,22,22.5,22.5,22.5,23,22.5,22,22,22,22,22,23,22.5,22,22,22.5,22.5,22.5,22.5
2024-05-04 15:25:00,22.5,22.5,23.5,23,23,23,22,23,22.5,23,23,22,23.5,22,23,23,23.5,22.5,22.5,23,22.5,23.5,23,23,23,23,22,22.5,22.5,23,22.5,22.5,23,23,22.5,22.5,22.5,23.5,23,23,22.5,22,23,22.5,23.5,22,23,23,23,22.5,22,23,23,22,22.5,23,22,23,22.5,22.5,23,23.5,22,22.5,22,23,23,22.5,22.5,22.5,22,22,23,22,23.5,22.5,23,22,23,23,22,22,22.5,21.5,22,22.5,22,22.5,22.5,23,22.5,22,22.5,23,22.5,22,22.5,22.5,22,21.5,23,22.5,22,22,22.5,22,22,22,23,22.5,22,22,22,22.5,22.5,22.5,23,22.5,23.5,22,22.5,22.5,23,22.5,22,21.5,22,22.5,22.5,22.5,22,22.5,22.5,22,22.5,22.5,22,23,22.5,22.5,22,22,22.5,22.5,22.5,22,22,22,22,22.5,22,22.5,22,22,22,22.5,22,21.5,22,22,22.5,23,21.5,22,22,22.5,21.5,22.5,22.5,23,22.5,22,22.5,22,22.5,22,22,22,22,22,19,22,22.5,22.5,23,23,22.5,22,22,22,22,22,23,23,22,22,22.5,23,22.5,22.5
2024-05-04 15:30:00,22.5,22.5,23.5,23,23,23,22,23,22.5,23,23,22,23.5,22,23,23,23.5,22.5,22.5,23,23,23.5,23.5,23,23,23,22,22.5,23,23,23,22.5,23.5,23,22.5,22.5,22.5,23.5,23,23,22.5,22,23,22.5,23.5,22,23,23,23,22.5,22.5,23,23,22,22.5,23.5,22,23,22.5,22.5,23,24,22,23,22,23,23,22.5,23,22.5,22,22,23,22,23.5,22.5,23,22,23,23,22.5,22,22.5,21.5,22.5,23,22.5,22.5,22.5,23.5,22.5,22,22.5,23,22.5,22.5,22.5,22.5,22,22,23,22.5,22,22,22.5,22,22,22,23,22.5,22,22,22.5,22.5,22.5,22.5,23,22.5,23.5,22,22.5,22.5,23,22.5,22,21.5,22,22.5,22.5,22.5,22,22.5,22.5,22,22.5,22.5,22,23,22.5,22.5,22,22.5,22.5,22.5,22.5,22.5,22.5,22,22,22.5,22,22.5,22.5,22,22,22.5,22,21.5,22,22,22.5,23,22,22,22.5,22.5,21.5,22.5,22.5,23,22.5,22,22.5,22,22.5,22,22.5,22,22,22,19,22,22.5,22.5,23,23,22.5,22,22,22,22,22,23,23,22,22,22.5,23,22.5,22.5
2024-05-04 15:35:00,22.5,23,23.5,23.5,23,23,22,23,22.5,23,23,22,23.5,22,23,23,23.5,23,22.5,23,23,23.5,23.5,23,23,23,22,22.5,23,23.5,23,22.5,23.5,23.5,22.5,22.5,22.5,23.5,23,23,22.5,22,23,23,23.5,22,23,23,23,22.5,22.5,23,23,22.5,22.5,23.5,22,23,22.5,22.5,23,24,22,23,22,23,23,22.5,23,23,22,22,23,22,23.5,22.5,23,22,23,23,22.5,22,23,21.5,22.5,23,22.5,22.5,22.5,23.5,22.5,22,22.5,23,22.5,22.5,22.5,23,22.5,22,23.5,22.5,22.5,22,22.5,22,22.5,22,23,22.5,22,22,22.5,23,22.5,22.5,23,22.5,23.5,22.5,22.5,22.5,23,22.5,22,22,22.5,22.5,22.5,22.5,22,22.5,22.5,22,22.5,22.5,22,23.5,22.5,22.5,22,22.5,23,22.5,22.5,22.5,22.5,22,22,22.5,22,22.5,22.5,22,22,22.5,22,22,22,22,22.5,23,22,22.5,22.5,22.5,21.5,22.5,22.5,23,22.5,22,23,22.5,22.5,22,22.5,22.5,22,22,19,22.5,22.5,22.5,23,23,22.5,22,22,22,22,22,23.5,23,22,22,22.5,23,22.5,22.5
2024-05-04 15:40:00,22.5,23,23.5,23.5,23,23,22,23,22.5,23,23,22,23.5,22.5,23,23,23.5,23,22.5,23,23,23.5,23.5,23,23,23,22,22.5,23,23.5,23,22.5,23.5,23.5,22.5,22.5,22.5,23.5,23,23.5,22.5,22.5,23,23,23.5,22,23,23,23,22.5,22.5,23,23,22.5,22.5,23.5,22,23,22.5,22.5,23,24,22.5,23,22,23,23,22.5,23,23,22,22.5,23,22,23.5,22.5,23.5,22.5,23,23,22.5,22,23,22,22.5,23,22.5,22.5,22.5,23.5,23,22,22.5,23,22.5,22.5,22.5,23,22.5,22,23.5,22.5,22.5,22,22.5,22,22.5,22,23,22.5,22,22,22.5,23,22.5,22.5,23,23,24,22.5,22.5,22.5,23,22.5,22,22,22.5,22.5,22.5,23,22,22.5,22.5,22,23,22.5,22,23.5,22.5,22.5,22,22.5,23,22.5,22.5,22.5,22.5,22,22,22.5,22.5,22.5,22.5,22.5,22,22.5,22,22,22,22,22.5,23,22,22.5,22.5,22.5,22,22.5,22.5,23,22.5,22.5,23,22.5,22.5,22,22.5,22.5,22.5,22,19,22.5,22.5,22.5,23,23,22.5,22,22,22,22,22,23.5,23,22,22,22.5,23,22.5,22.5
2024-05-04 15:45:00,22.5,23,23.5,23.5,23,23.5,22,23,22.5,23,23,22.5,23.5,22.5,23,23.5,23.5,23,22.5,23,23,23.5,23.5,23,23,23,22.5,23,23,23.5,23,22.5,23.5,23.5,22.5,22.5,22.5,23.5,23,23.5,22.5,22.5,23,23,23.5,22,23,23,23.5,23,22.5,23,23,22.5,22.5,23.5,22,23,22.5,22.5,23,24,22.5,23,22,23,23.5,22.5,23,23,22,22.5,23,22,23.5,22.5,23.5,22.5,23,23.5,22.5,22.5,23,22,22.5,23,22.5,22.5,22.5,23.5,23,22,22.5,23,22.5,22.5,22.5,23,22.5,22,23.5,22.5,22.5,22,22.5,22,22.5,22.5,23.5,22.5,22,22.5,22.5,23,22.5,23,23,23,24,22.5,22.5,22.5,23,22.5,22,22,22.5,22.5,22.5,23,22,22.5,23,22,23,22.5,22.5,23.5,22.5,22.5,22,22.5,23,23,22.5,22.5,22.5,22,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22,22,22,22,23,23,22,22.5,22.5,22.5,22,22.5,22.5,23,22.5,22.5,23,22.5,22.5,22,22.5,22.5,22.5,22,19.5,22.5,22.5,22.5,23,23,22.5,22,22,22,22,22,23.5,23,22,22.5,22.5,23,22.5,23
2024-05-04 15:50:00,22.5,23,23.5,23.5,23,23.5,22,23,22.5,23.5,23,22.5,23.5,22.5,23,23.5,23.5,23,22.5,23,23,23.5,23.5,23,23,23.5,22.5,23,23,23.5,23,22.5,23.5,23.5,23,22.5,22.5,23.5,23,23.5,22.5,22.5,23,23,23.5,22,23,23,23.5,23,22.5,23,23,22.5,22.5,23.5,22.5,23,23,22.5,23,24,22.5,23,22.5,23,23.5,23,23,23,22.5,22.5,23.5,22,23.5,22.5,23.5,22.5,23,23.5,22.5,22.5,23,22,22.5,23,22.5,22.5,22.5,23.5,23,22.5,22.5,23,23,22.5,22.5,23,22.5,22,23.5,22.5,22.5,22,22.5,22,22.5,22.5,23.5,22.5,22,22.5,22.5,23,22.5,23,23,23,24,22.5,22.5,22.5,23,22.5,22.5,22,22.5,23,22.5,23,22,22.5,23,22.5,23,22.5,22.5,23.5,23,22.5,22.5,22.5,23,23,23,22.5,22.5,22,22.5,22.5,22.5,23,22.5,22.5,22.5,22.5,22,22,22,22,23,23,22,22.5,22.5,22.5,22,22.5,22.5,23,22.5,22.5,23,22.5,22.5,22,22.5,22.5,22.5,22,19.5,22.5,22.5,23,23,23,22.5,22.5,22,22,22,22,23.5,23,22,22.5,23,23,23,23
2024-05-04 15:55:00,22.5,23,23.5,23.5,23,23.5,22.5,23.5,22.5,23.5,23,22.5,23.5,22.5,23,23.5,23.5,23,23,23.5,23,23.5,23.5,23,23.5,23.5,22.5,23,23,23.5,23,23,23.5,23.5,23,23,23,23.5,23,23.5,23,22.5,23.5,23,23.5,22.5,23,23.5,23.5,23,22.5,23,23.5,22.5,22.5,23.5,22.5,23.5,23,22.5,23,24,22.5,23,22.5,23,23.5,23,23,23,22.5,22.5,23.5,22,23.5,22.5,23.5,22.5,23,23.5,22.5,22.5,23,22,22.5,23,22.5,22.5,22.5,23.5,23,22.5,22.5,23.5,23,22.5,23,23,22.5,22,23.5,23,22.5,22,22.5,22,22.5,22.5,23.5,22.5,22,22.5,22.5,23,22.5,23,23,23,24,22.5,22.5,22.5,23,22.5,22.5,22,22.5,23,22.5,23,22.5,22.5,23,22.5,23,23,22.5,23.5,23,22.5,22.5,22.5,23,23,23,22.5,22.5,22,22.5,22.5,22.5,23,22.5,22.5,22.5,22.5,22,22,22.5,22,23,23.5,22,22.5,22.5,22.5,22,22.5,22.5,23,22.5,22.5,23,22.5,22.5,22,22.5,22.5,22.5,22,19.5,22.5,23,23,23,23,22.5,22.5,22.5,22,22,22,23.5,23,22,22.5,23,23,23,23
2024-05-04 16:00:00,22.5,23,24,23.5,23.5,23.5,22.5,23.5,22.5,23.5,23,22.5,23.5,22.5,23,23.5,23.5,23,23,23.5,23,23.5,23.5,23,23.5,23.5,22.5,23,23,23.5,23,23,23.5,23.5,23,23,23,24,23,23.5,23,22.5,23.5,23,23.5,22.5,23,23.5,23.5,23,22.5,23,23.5,22.5,23,23.5,22.5,23.5,23,22.5,23,24,22.5,23,22.5,23,23.5,23,23,23,22.5,22.5,23.5,22.5,23.5,22.5,23.5,22.5,23.5,23.5,22.5,22.5,23,22,22.5,23,22.5,22.5,23,23.5,23,22.5,22.5,23.5,23,22.5,23,23,22.5,22,23.5,23,22.5,22,22.5,22,22.5,22.5,23.5,22.5,22,22.5,22.5,23,22.5,23,23,23,24,22.5,22.5,23,23,23,22.5,22,22.5,23,22.5,23,22.5,22.5,23,22.5,23,23,22.5,23.5,23,23,22.5,22.5,23,23,23,22.5,22.5,22.5,22.5,23,22.5,23,22.5,22.5,22.5,23,22,22,22.5,22,23,23.5,22,22.5,22.5,22.5,22,22.5,22.5,23,22.5,22.5,23,22.5,23,22,22.5,22.5,22.5,22,19.5,22.5,23,23,23,23.5,22.5,22.5,22.5,22,22,22.5,23.5,23,22.5,22.5,23,23,23,23
2024-05-04 16:05:00,22.5,23,24,23.5,23.5,23.5,22.5,23.5,23,23.5,23,22.5,23.5,22.5,23,23.5,23.5,23,23,23.5,23,23.5,23.5,23.5,23.5,23.5,22.5,23,23,23.5,23,23,23.5,23.5,23,23,23,24,23.5,23.5,23,22.5,23.5,23,23.5,22.5,23,23.5,23.5,23,22.5,23,23.5,22.5,23,23.5,22.5,23.5,23,23,23.5,24,22.5,23,22.5,23.5,23.5,23,23,23,22.5,22.5,23.5,22.5,23.5,23,23.5,22.5,23.5,23.5,22.5,22.5,23,22,22.5,23,22.5,22.5,23,23.5,23,22.5,22.5,23.5,23,22.5,23,23,22.5,22,23.5,23,22.5,22.5,22.5,22,22.5,22.5,23.5,23,22.5,22.5,22.5,23,23,23,23,23,24,22.5,23,23,23,23,22.5,22,22.5,23,22.5,23,22.5,23,23,22.5,23,23,22.5,23.5,23,23,22.5,22.5,23,23,23,22.5,22.5,22.5,22.5,23,22.5,23,22.5,22.5,22.5,23,22,22,22.5,22,23,23.5,22,22.5,22.5,22.5,22,23,23,23,22.5,22.5,23,22.5,23,22,22.5,22.5,22.5,22,19.5,22.5,23,23,23,23.5,23,22.5,22.5,22.5,22.5,22.5,23.5,23,22.5,22.5,23,23,23,23
2024-05-04 16:10:00,23,23,24,23.5,23.5,23.5,22.5,23.5,23,23.5,23.5,22.5,24,22.5,23,23.5,23.5,23,23,23.5,23,24,23.5,23.5,23.5,23.5,22.5,23,23,23.5,23,23,24,23.5,23,23,23,24,23.5,23.5,23,22.5,23.5,23,23.5,22.5,23.5,23.5,23.5,23,23,23.5,23.5,22.5,23,23.5,22.5,23.5,23,23,23.5,24,22.5,23,22.5,23.5,23.5,23,23,23,22.5,22.5,23.5,22.5,23.5,23,23.5,22.5,23.5,23.5,22.5,22.5,23,22,22.5,23,23,23,23,23.5,23,22.5,23,23.5,23,23,23,23,22.5,22,23.5,23,22.5,22.5,23,22.5,22.5,22.5,23.5,23,22.5,22.5,22.5,23,23,23,23.5,23,24,22.5,23,23,23,23,22.5,22,22.5,23,23,23,22.5,23,23,22.5,23,23,22.5,23.5,23,23,22.5,23,23,23,23,23,22.5,22.5,22.5,23,22.5,23,22.5,22.5,22.5,23,22.5,22,22.5,22.5,23,23.5,22,22.5,22.5,23,22,23,23,23,23,22.5,23,22.5,23,22,23,22.5,22.5,22.5,19.5,22.5,23,23,23,23.5,23,22.5,22.5,22.5,22.5,22.5,23.5,23.5,22.5,22.5,23,23.5,23,23
2024-05-04 16:15:00,23,23,24,23.5,23.5,23.5,22.5,23.5,23,23.5,23.5,22.5,24,22.5,23.5,23.5,24,23,23,23.5,23.5,24,23.5,23.5,23.5,23.5,22.5,23,23,23.5,23,23,24,23.5,23,23,23,24,23.5,23.5,23,22.5,23.5,23,24,22.5,23.5,23.5,23.5,23,23,23.5,23.5,22.5,23,24,22.5,23.5,23,23,23.5,24,22.5,23,22.5,23.5,23.5,23,23,23,22.5,22.5,23.5,22.5,23.5,23,23.5,22.5,23.5,23.5,23,22.5,23,22,23,23,23,23,23,23.5,23,22.5,23,23.5,23,23,23,23,23,22.5,23.5,23,23,22.5,23,22.5,22.5,22.5,23.5,23,22.5,22.5,23,23,23,23,23.5,23,24,23,23,23,23.5,23,22.5,22,22.5,23,23,23,22.5,23,23,22.5,23,23,22.5,23.5,23,23,22.5,23,23,23,23,23,22.5,22.5,22.5,23,22.5,23,22.5,22.5,22.5,23,22.5,22,22.5,22.5,23,23.5,22.5,22.5,23,23,22,23,23,23.5,23,22.5,23,22.5,23,22.5,23,22.5,22.5,22.5,19.5,22.5,23,23,23,23.5,23,22.5,22.5,22.5,22.5,22.5,23.5,23.5,22.5,22.5,23,23.5,23,23
